"","year","length","value","groups","Length","Year"
"352",2015,25,0.00232228,"obs","25","2015"
"353",2015,26,0.000960702,"obs","26","2015"
"354",2015,27,0.000743091,"obs","27","2015"
"355",2015,28,0.00420977,"obs","28","2015"
"356",2015,29,0.00209818,"obs","29","2015"
"357",2015,30,0.00214023,"obs","30","2015"
"358",2015,31,0.00572529,"obs","31","2015"
"359",2015,32,0.00715843,"obs","32","2015"
"360",2015,33,0.00853563,"obs","33","2015"
"361",2015,34,0.0125986,"obs","34","2015"
"362",2015,35,0.00701936,"obs","35","2015"
"363",2015,36,0.0250783,"obs","36","2015"
"364",2015,37,0.0528802,"obs","37","2015"
"365",2015,38,0.0982909,"obs","38","2015"
"366",2015,39,0.119812,"obs","39","2015"
"367",2015,40,0.165872,"obs","40","2015"
"368",2015,41,0.180229,"obs","41","2015"
"369",2015,42,0.123369,"obs","42","2015"
"370",2015,43,0.091253,"obs","43","2015"
"371",2015,44,0.0426375,"obs","44","2015"
"372",2015,45,0.0456564,"obs","45","2015"
"373",2017,15,0,"obs","15","2017"
"374",2017,16,8.47395e-05,"obs","16","2017"
"375",2017,17,0,"obs","17","2017"
"376",2017,18,0,"obs","18","2017"
"377",2017,19,0.000124543,"obs","19","2017"
"378",2017,20,0.000140406,"obs","20","2017"
"379",2017,21,0.000147725,"obs","21","2017"
"380",2017,22,0.000147725,"obs","22","2017"
"381",2017,23,0.000293872,"obs","23","2017"
"382",2017,24,0.000404247,"obs","24","2017"
"383",2017,25,0.00138391,"obs","25","2017"
"384",2017,26,0,"obs","26","2017"
"385",2017,27,0.00149106,"obs","27","2017"
"386",2017,28,0.00126269,"obs","28","2017"
"387",2017,29,0.000971979,"obs","29","2017"
"388",2017,30,0.00442062,"obs","30","2017"
"389",2017,31,0.00421632,"obs","31","2017"
"390",2017,32,0.00819467,"obs","32","2017"
"391",2017,33,0.0074201,"obs","33","2017"
"392",2017,34,0.00806245,"obs","34","2017"
"393",2017,35,0.013521,"obs","35","2017"
"394",2017,36,0.0164009,"obs","36","2017"
"395",2017,37,0.0324828,"obs","37","2017"
"396",2017,38,0.0462663,"obs","38","2017"
"397",2017,39,0.114551,"obs","39","2017"
"398",2017,40,0.134621,"obs","40","2017"
"399",2017,41,0.170267,"obs","41","2017"
"400",2017,42,0.150363,"obs","42","2017"
"401",2017,43,0.134715,"obs","43","2017"
"402",2017,44,0.0803057,"obs","44","2017"
"403",2017,45,0.0677392,"obs","45","2017"
"404",2019,15,0,"obs","15","2019"
"405",2019,16,0,"obs","16","2019"
"406",2019,17,0.000388397,"obs","17","2019"
"407",2019,18,0,"obs","18","2019"
"408",2019,19,0,"obs","19","2019"
"409",2019,20,0,"obs","20","2019"
"410",2019,21,0,"obs","21","2019"
"411",2019,22,0,"obs","22","2019"
"412",2019,23,0.000378319,"obs","23","2019"
"413",2019,24,0.000756637,"obs","24","2019"
"414",2019,25,0.0010883,"obs","25","2019"
"415",2019,26,0.00206443,"obs","26","2019"
"416",2019,27,0.0012932,"obs","27","2019"
"417",2019,28,0.00378109,"obs","28","2019"
"418",2019,29,0.00160291,"obs","29","2019"
"419",2019,30,0.0039761,"obs","30","2019"
"420",2019,31,0.00472406,"obs","31","2019"
"421",2019,32,0.00935056,"obs","32","2019"
"422",2019,33,0.0189316,"obs","33","2019"
"423",2019,34,0.0184792,"obs","34","2019"
"424",2019,35,0.022758,"obs","35","2019"
"425",2019,36,0.0398618,"obs","36","2019"
"426",2019,37,0.058931,"obs","37","2019"
"427",2019,38,0.0810163,"obs","38","2019"
"428",2019,39,0.149186,"obs","39","2019"
"429",2019,40,0.198249,"obs","40","2019"
"430",2019,41,0.172335,"obs","41","2019"
"431",2019,42,0.106486,"obs","42","2019"
"432",2019,43,0.0662072,"obs","43","2019"
"433",2019,44,0.0251361,"obs","44","2019"
"434",2019,45,0.0130198,"obs","45","2019"
"435",2021,15,0,"obs","15","2021"
"436",2021,16,0.000206745,"obs","16","2021"
"437",2021,17,0,"obs","17","2021"
"438",2021,18,0,"obs","18","2021"
"439",2021,19,0.000833257,"obs","19","2021"
"440",2021,20,0,"obs","20","2021"
"441",2021,21,0.000419777,"obs","21","2021"
"442",2021,22,0.00125933,"obs","22","2021"
"443",2021,23,0,"obs","23","2021"
"444",2021,24,0.0016791,"obs","24","2021"
"445",2021,25,0.00209888,"obs","25","2021"
"446",2021,26,0.0016791,"obs","26","2021"
"447",2021,27,0.00410651,"obs","27","2021"
"448",2021,28,0.00282131,"obs","28","2021"
"449",2021,29,0.00260351,"obs","29","2021"
"450",2021,30,0.00686965,"obs","30","2021"
"451",2021,31,0.00683743,"obs","31","2021"
"452",2021,32,0.0112942,"obs","32","2021"
"453",2021,33,0.00620592,"obs","33","2021"
"454",2021,34,0.0177351,"obs","34","2021"
"455",2021,35,0.0237063,"obs","35","2021"
"456",2021,36,0.0365772,"obs","36","2021"
"457",2021,37,0.0413135,"obs","37","2021"
"458",2021,38,0.0612611,"obs","38","2021"
"459",2021,39,0.0905939,"obs","39","2021"
"460",2021,40,0.136865,"obs","40","2021"
"461",2021,41,0.160723,"obs","41","2021"
"462",2021,42,0.153869,"obs","42","2021"
"463",2021,43,0.127874,"obs","43","2021"
"464",2021,44,0.0655558,"obs","44","2021"
"465",2021,45,0.0350116,"obs","45","2021"
